商品编号,商品名称,品牌,价格（元）,原价（元）,折扣率,月销量,累计评价数,好评率,鞋面材质,鞋底材质,闭合方式,风格,适用季节,用户年龄,用户性别,用户所在省份,是否PLUS会员,下单时间（小时）,是否退货
976042363,其他品牌日常休闲四季通用,其他品牌,285,300,95,4365,1193,95,高端飞织,混合鞋底,套脚款式,日常休闲,四季通用,34,男,广东省,是,20,是
366193172,耐克潮流简约百搭春季新款,耐克潮流,111,122,91,29,646,92,飞织面料,混合鞋底,拉链鞋款,简约百搭,春季新款,39,男,山东省,否,9,是
719173538,特步男鞋日常休闲冬季保暖,特步男鞋,145,250,58,444,525,88,混合材质,EVA轻底,松紧带鞋,日常休闲,冬季保暖,44,女,四川省,否,21,否
661895018,其他品牌日常休闲春季新款,其他品牌,275,393,70,26,1441,94,布面材质,MD发泡底,套脚款式,日常休闲,春季新款,38,男,江苏省,否,4,是
148624755,其他品牌日常休闲四季通用,其他品牌,183,210,87,44,2121,95,飞织面料,橡胶大底,魔术贴鞋,日常休闲,四季通用,59,女,广东省,是,1,是
735452753,鸿星尔克工装硬朗春季新款,鸿星尔克,99,112,88,1242,466,92,超纤皮鞋,橡胶大底,系带设计,工装硬朗,春季新款,55,女,福建省,否,23,否
546223544,鸿星尔克潮流高街冬季保暖,鸿星尔克,99,132,75,171,2545,90,真皮柔软,混合鞋底,松紧带鞋,潮流高街,冬季保暖,41,女,福建省,否,22,是
361532704,李宁休闲户外机能四季通用,李宁休闲,127,163,78,727,510,100,布面材质,橡胶大底,松紧带鞋,户外机能,四季通用,54,女,河南省,否,7,是
752024280,京东京造复古潮鞋春季新款,京东京造,163,236,69,684,3384,91,网布透气,TPR鞋底,套脚款式,复古潮鞋,春季新款,56,女,四川省,是,23,是
660090096,阿迪达斯日常休闲冬季保暖,阿迪达斯,120,146,82,1,27194,98,网布透气,TPR鞋底,魔术贴鞋,日常休闲,冬季保暖,58,女,河北省,否,0,否
297341985,鸿星尔克工装硬朗秋季百搭,鸿星尔克,378,652,58,2338,797,91,真皮柔软,TPR鞋底,拉链鞋款,工装硬朗,秋季百搭,46,女,河北省,否,23,是
695571336,安踏运动潮流高街秋季百搭,安踏运动,359,641,56,879,1184,92,飞织面料,橡胶大底,套脚款式,潮流高街,秋季百搭,44,女,江苏省,是,1,否
522504723,鸿星尔克复古潮鞋春季新款,鸿星尔克,99,174,57,924,2836,100,超纤皮鞋,EVA轻底,系带设计,复古潮鞋,春季新款,33,男,广东省,否,22,是
796882267,李宁休闲户外机能秋季百搭,李宁休闲,99,143,69,874,2948,90,合成革鞋,MD发泡底,拉链鞋款,户外机能,秋季百搭,52,男,山东省,否,21,是
668357608,李宁休闲运动休闲秋季百搭,李宁休闲,99,171,58,32,15251,94,合成革鞋,PU中底,魔术贴鞋,运动休闲,秋季百搭,59,男,河北省,否,12,是
381580522,回力经典简约百搭冬季保暖,回力经典,164,315,52,1198,2431,92,高端飞织,TPR鞋底,魔术贴鞋,简约百搭,冬季保暖,33,女,河北省,是,19,是
517083993,特步男鞋简约百搭冬季保暖,特步男鞋,471,798,59,14,4458,99,超纤皮鞋,MD发泡底,套脚款式,简约百搭,冬季保暖,48,男,浙江省,否,8,否
528650217,安踏运动潮流高街夏季透气,安踏运动,99,127,78,43,571,90,布面材质,EVA轻底,系带设计,潮流高街,夏季透气,52,男,福建省,否,18,否
317483497,特步男鞋简约百搭秋季百搭,特步男鞋,204,324,63,2104,2331,90,高端飞织,PU中底,系带设计,简约百搭,秋季百搭,39,女,湖北省,否,22,否
435694298,耐克潮流日常休闲夏季透气,耐克潮流,232,331,70,4176,294,94,网布透气,MD发泡底,魔术贴鞋,日常休闲,夏季透气,64,女,江苏省,是,14,是
898150832,回力经典运动休闲夏季透气,回力经典,106,158,67,1309,10079,99,布面材质,MD发泡底,套脚款式,运动休闲,夏季透气,46,男,湖北省,是,20,是
625314852,耐克潮流潮流高街秋季百搭,耐克潮流,99,108,92,1275,2200,100,布面材质,EVA轻底,松紧带鞋,潮流高街,秋季百搭,43,男,河北省,是,20,否
497233685,回力经典简约百搭秋季百搭,回力经典,203,260,78,2566,876,91,飞织面料,MD发泡底,魔术贴鞋,简约百搭,秋季百搭,63,男,山东省,否,21,是
903403329,鸿星尔克工装硬朗夏季透气,鸿星尔克,99,103,96,1052,739,94,网布透气,PU中底,系带设计,工装硬朗,夏季透气,48,女,山东省,否,23,否
924086933,回力经典工装硬朗春季新款,回力经典,233,348,67,36,342,94,高端飞织,橡胶大底,套脚款式,工装硬朗,春季新款,39,男,广东省,否,3,是
308413487,京东京造潮流高街四季通用,京东京造,99,148,67,355,250,97,飞织面料,MD发泡底,拉链鞋款,潮流高街,四季通用,52,男,山东省,是,18,否
725038934,李宁休闲工装硬朗春季新款,李宁休闲,99,183,54,984,1027,90,布面材质,橡胶大底,套脚款式,工装硬朗,春季新款,44,女,安徽省,是,17,否
483083696,耐克潮流运动休闲夏季透气,耐克潮流,119,149,80,10,2812,98,真皮柔软,TPR鞋底,系带设计,运动休闲,夏季透气,50,男,安徽省,是,19,否
766444705,耐克潮流简约百搭四季通用,耐克潮流,246,296,83,48,2937,100,布面材质,EVA轻底,松紧带鞋,简约百搭,四季通用,51,男,四川省,否,8,是
955365229,回力经典简约百搭春季新款,回力经典,127,244,52,27,6868,87,合成革鞋,PU中底,拉链鞋款,简约百搭,春季新款,43,男,江苏省,是,16,否
990780394,斯凯奇潮简约百搭秋季百搭,斯凯奇潮,126,188,67,112,6203,89,网布透气,TPR鞋底,拉链鞋款,简约百搭,秋季百搭,45,女,四川省,是,22,是
535392172,其他品牌潮流高街秋季百搭,其他品牌,99,162,61,615,232,97,超纤皮鞋,PU中底,松紧带鞋,潮流高街,秋季百搭,38,女,河北省,否,2,是
601198235,安踏运动工装硬朗春季新款,安踏运动,137,258,53,2524,58,90,合成革鞋,混合鞋底,套脚款式,工装硬朗,春季新款,45,女,安徽省,否,20,是
611836189,阿迪达斯工装硬朗冬季保暖,阿迪达斯,99,146,68,187,650,98,混合材质,MD发泡底,套脚款式,工装硬朗,冬季保暖,59,女,山东省,否,10,是
496205861,斯凯奇潮工装硬朗秋季百搭,斯凯奇潮,99,115,86,46,355,94,合成革鞋,混合鞋底,拉链鞋款,工装硬朗,秋季百搭,62,女,河北省,否,23,否
639971410,鸿星尔克简约百搭春季新款,鸿星尔克,99,127,78,1169,734,89,飞织面料,混合鞋底,系带设计,简约百搭,春季新款,59,男,山东省,否,12,是
837485882,安踏运动户外机能四季通用,安踏运动,99,180,55,3128,9567,96,高端飞织,混合鞋底,松紧带鞋,户外机能,四季通用,56,男,山东省,否,4,否
365114008,其他品牌工装硬朗夏季透气,其他品牌,194,366,53,2626,993,100,真皮柔软,橡胶大底,松紧带鞋,工装硬朗,夏季透气,50,女,安徽省,是,20,否
954653860,斯凯奇潮工装硬朗四季通用,斯凯奇潮,125,227,55,470,1396,92,高端飞织,混合鞋底,拉链鞋款,工装硬朗,四季通用,50,女,山东省,否,13,否
175161059,京东京造户外机能四季通用,京东京造,99,112,88,1471,201,90,超纤皮鞋,MD发泡底,系带设计,户外机能,四季通用,60,男,河南省,是,2,否
157890627,回力经典简约百搭秋季百搭,回力经典,103,147,70,4361,2844,95,飞织面料,混合鞋底,拉链鞋款,简约百搭,秋季百搭,47,男,河南省,是,23,否
658186548,回力经典运动休闲春季新款,回力经典,99,174,57,26,510,94,布面材质,PU中底,系带设计,运动休闲,春季新款,54,男,湖北省,否,10,否
402549178,耐克潮流简约百搭春季新款,耐克潮流,99,168,59,901,563,96,网布透气,混合鞋底,系带设计,简约百搭,春季新款,58,女,山东省,是,23,否
120872334,其他品牌复古潮鞋四季通用,其他品牌,99,103,96,1083,13764,98,布面材质,PU中底,松紧带鞋,复古潮鞋,四季通用,57,女,四川省,否,23,是
488017543,其他品牌潮流高街夏季透气,其他品牌,176,181,97,701,190,90,合成革鞋,PU中底,系带设计,潮流高街,夏季透气,45,女,河南省,是,3,否
494253702,回力经典户外机能四季通用,回力经典,257,271,95,32,463,96,飞织面料,橡胶大底,系带设计,户外机能,四季通用,55,女,河南省,是,23,是
905635116,斯凯奇潮复古潮鞋夏季透气,斯凯奇潮,104,200,52,803,744,97,网布透气,PU中底,拉链鞋款,复古潮鞋,夏季透气,50,男,山东省,否,15,否
674307615,安踏运动工装硬朗秋季百搭,安踏运动,177,179,99,1323,1572,90,超纤皮鞋,PU中底,套脚款式,工装硬朗,秋季百搭,55,男,山东省,否,4,否
386604667,斯凯奇潮日常休闲四季通用,斯凯奇潮,350,350,100,778,965,92,布面材质,混合鞋底,套脚款式,日常休闲,四季通用,40,男,福建省,是,21,是
169237325,李宁休闲复古潮鞋冬季保暖,李宁休闲,215,215,100,679,625,93,超纤皮鞋,混合鞋底,套脚款式,复古潮鞋,冬季保暖,49,女,湖北省,是,16,是
340290015,耐克潮流日常休闲夏季透气,耐克潮流,177,190,93,571,403,91,飞织面料,PU中底,松紧带鞋,日常休闲,夏季透气,59,女,河南省,是,2,否
101258724,耐克潮流复古潮鞋冬季保暖,耐克潮流,99,100,99,1172,1198,97,超纤皮鞋,PU中底,松紧带鞋,复古潮鞋,冬季保暖,49,女,山东省,否,8,是
837870158,耐克潮流运动休闲秋季百搭,耐克潮流,169,206,82,1207,3605,93,飞织面料,橡胶大底,拉链鞋款,运动休闲,秋季百搭,40,女,河北省,否,15,否
443614370,京东京造工装硬朗夏季透气,京东京造,264,406,65,1091,187,93,超纤皮鞋,TPR鞋底,魔术贴鞋,工装硬朗,夏季透气,45,男,广东省,是,12,是
436419061,李宁休闲运动休闲冬季保暖,李宁休闲,103,126,82,3607,218,96,真皮柔软,PU中底,系带设计,运动休闲,冬季保暖,42,女,山东省,是,22,否
658121001,安踏运动简约百搭春季新款,安踏运动,99,102,97,11,1075,94,混合材质,混合鞋底,系带设计,简约百搭,春季新款,38,女,江苏省,是,0,是
489013689,李宁休闲日常休闲春季新款,李宁休闲,99,124,80,611,1664,99,布面材质,橡胶大底,拉链鞋款,日常休闲,春季新款,65,男,广东省,否,0,是
592629921,特步男鞋复古潮鞋冬季保暖,特步男鞋,429,825,52,1280,124,92,超纤皮鞋,PU中底,拉链鞋款,复古潮鞋,冬季保暖,56,女,江苏省,是,14,否
806370191,阿迪达斯运动休闲四季通用,阿迪达斯,185,218,85,524,1092,94,真皮柔软,PU中底,套脚款式,运动休闲,四季通用,44,女,河南省,是,23,是
259789580,特步男鞋户外机能四季通用,特步男鞋,99,194,51,822,186,86,真皮柔软,PU中底,套脚款式,户外机能,四季通用,41,男,山东省,否,22,否
936650422,其他品牌户外机能夏季透气,其他品牌,176,284,62,1112,1528,85,高端飞织,MD发泡底,套脚款式,户外机能,夏季透气,55,男,山东省,否,17,否
421700982,李宁休闲简约百搭秋季百搭,李宁休闲,99,124,80,90,22136,97,高端飞织,TPR鞋底,魔术贴鞋,简约百搭,秋季百搭,42,女,广东省,是,18,否
276893960,其他品牌日常休闲秋季百搭,其他品牌,99,160,62,588,4259,86,高端飞织,EVA轻底,套脚款式,日常休闲,秋季百搭,54,女,湖北省,是,23,否
181199653,安踏运动复古潮鞋夏季透气,安踏运动,99,139,71,883,1297,96,混合材质,MD发泡底,拉链鞋款,复古潮鞋,夏季透气,46,女,河北省,否,4,是
915827670,阿迪达斯简约百搭春季新款,阿迪达斯,418,573,73,329,989,97,真皮柔软,TPR鞋底,拉链鞋款,简约百搭,春季新款,46,女,湖北省,否,9,否
441603580,安踏运动复古潮鞋春季新款,安踏运动,104,125,83,1133,1649,91,高端飞织,PU中底,拉链鞋款,复古潮鞋,春季新款,40,女,河南省,是,6,否
358789303,其他品牌潮流高街春季新款,其他品牌,127,176,72,1399,17863,93,飞织面料,PU中底,套脚款式,潮流高街,春季新款,54,男,浙江省,是,22,否
875995058,安踏运动工装硬朗夏季透气,安踏运动,274,334,82,1159,2248,97,混合材质,MD发泡底,松紧带鞋,工装硬朗,夏季透气,61,女,浙江省,否,3,否
210394401,回力经典简约百搭四季通用,回力经典,146,168,87,1265,52,99,布面材质,橡胶大底,松紧带鞋,简约百搭,四季通用,42,女,山东省,是,21,否
149054435,京东京造日常休闲冬季保暖,京东京造,197,318,62,1224,1633,98,超纤皮鞋,混合鞋底,松紧带鞋,日常休闲,冬季保暖,36,男,福建省,否,3,是
886212072,京东京造户外机能春季新款,京东京造,99,162,61,339,1569,91,超纤皮鞋,MD发泡底,系带设计,户外机能,春季新款,51,女,河南省,是,21,是
891352273,耐克潮流户外机能四季通用,耐克潮流,122,179,68,857,292,97,超纤皮鞋,EVA轻底,系带设计,户外机能,四季通用,37,女,河南省,是,22,否
182456977,鸿星尔克工装硬朗夏季透气,鸿星尔克,181,255,71,883,1457,92,飞织面料,MD发泡底,系带设计,工装硬朗,夏季透气,40,男,四川省,否,16,是
872415539,阿迪达斯简约百搭夏季透气,阿迪达斯,227,324,70,30,2330,94,合成革鞋,MD发泡底,松紧带鞋,简约百搭,夏季透气,52,男,安徽省,是,10,是
346756793,其他品牌简约百搭冬季保暖,其他品牌,151,244,62,643,398,92,网布透气,MD发泡底,魔术贴鞋,简约百搭,冬季保暖,48,女,河南省,否,18,否
123695529,安踏运动运动休闲春季新款,安踏运动,99,104,95,58,3917,96,布面材质,PU中底,系带设计,运动休闲,春季新款,45,女,河南省,否,7,是
527718519,京东京造简约百搭夏季透气,京东京造,307,361,85,28,6803,90,合成革鞋,橡胶大底,系带设计,简约百搭,夏季透气,41,男,山东省,否,16,否
531788703,阿迪达斯简约百搭秋季百搭,阿迪达斯,118,157,75,890,285,97,飞织面料,橡胶大底,套脚款式,简约百搭,秋季百搭,43,女,山东省,否,16,否
623738624,京东京造简约百搭春季新款,京东京造,99,112,88,1437,1407,90,超纤皮鞋,橡胶大底,松紧带鞋,简约百搭,春季新款,49,女,四川省,否,8,是
355165936,鸿星尔克户外机能春季新款,鸿星尔克,146,209,70,39,1390,96,合成革鞋,MD发泡底,系带设计,户外机能,春季新款,39,女,福建省,否,17,否
115821306,耐克潮流户外机能秋季百搭,耐克潮流,99,187,53,4205,954,96,网布透气,EVA轻底,系带设计,户外机能,秋季百搭,49,女,浙江省,否,6,是
543385371,鸿星尔克日常休闲春季新款,鸿星尔克,177,264,67,770,1439,90,高端飞织,MD发泡底,套脚款式,日常休闲,春季新款,57,男,浙江省,否,0,否
261348770,阿迪达斯复古潮鞋夏季透气,阿迪达斯,99,141,70,962,28477,97,布面材质,MD发泡底,魔术贴鞋,复古潮鞋,夏季透气,56,女,福建省,是,21,否
433864310,鸿星尔克运动休闲夏季透气,鸿星尔克,158,203,78,792,992,91,飞织面料,PU中底,拉链鞋款,运动休闲,夏季透气,52,男,湖北省,是,9,是
956526310,安踏运动日常休闲春季新款,安踏运动,99,194,51,408,2366,92,网布透气,TPR鞋底,套脚款式,日常休闲,春季新款,53,女,广东省,是,20,否
411912351,阿迪达斯简约百搭四季通用,阿迪达斯,161,171,94,1013,1026,95,飞织面料,TPR鞋底,松紧带鞋,简约百搭,四季通用,48,男,浙江省,否,16,否
577181321,耐克潮流工装硬朗秋季百搭,耐克潮流,176,263,67,36,4564,96,真皮柔软,MD发泡底,魔术贴鞋,工装硬朗,秋季百搭,44,女,广东省,是,8,是
697076521,安踏运动运动休闲春季新款,安踏运动,206,258,80,295,426,94,合成革鞋,PU中底,拉链鞋款,运动休闲,春季新款,45,男,山东省,否,19,是
532278455,其他品牌复古潮鞋夏季透气,其他品牌,124,207,60,3606,2090,92,布面材质,EVA轻底,魔术贴鞋,复古潮鞋,夏季透气,48,男,山东省,是,1,是
826567682,鸿星尔克简约百搭冬季保暖,鸿星尔克,153,161,95,36,5746,86,合成革鞋,EVA轻底,套脚款式,简约百搭,冬季保暖,51,男,浙江省,是,19,是
128337022,李宁休闲日常休闲冬季保暖,李宁休闲,352,352,100,9,795,94,高端飞织,EVA轻底,拉链鞋款,日常休闲,冬季保暖,49,女,山东省,是,3,是
662760445,回力经典日常休闲冬季保暖,回力经典,99,114,87,235,2898,96,混合材质,TPR鞋底,魔术贴鞋,日常休闲,冬季保暖,40,男,河北省,是,16,否
858726250,李宁休闲日常休闲冬季保暖,李宁休闲,222,288,77,564,5355,95,飞织面料,EVA轻底,拉链鞋款,日常休闲,冬季保暖,56,男,安徽省,是,21,是
347202021,特步男鞋日常休闲四季通用,特步男鞋,105,198,53,804,503,97,超纤皮鞋,橡胶大底,系带设计,日常休闲,四季通用,42,男,山东省,是,6,否
363431978,李宁休闲户外机能四季通用,李宁休闲,99,198,50,451,544,91,高端飞织,橡胶大底,系带设计,户外机能,四季通用,32,男,江苏省,否,23,否
657798916,斯凯奇潮工装硬朗四季通用,斯凯奇潮,160,176,91,4,1320,96,高端飞织,EVA轻底,拉链鞋款,工装硬朗,四季通用,45,女,湖北省,否,8,是
139736774,鸿星尔克工装硬朗冬季保暖,鸿星尔克,99,118,84,1310,155,96,混合材质,TPR鞋底,松紧带鞋,工装硬朗,冬季保暖,37,男,福建省,否,16,否
209475285,斯凯奇潮潮流高街冬季保暖,斯凯奇潮,123,246,50,489,2521,94,飞织面料,橡胶大底,松紧带鞋,潮流高街,冬季保暖,45,女,四川省,否,17,是
940584719,斯凯奇潮工装硬朗春季新款,斯凯奇潮,129,184,70,1166,677,97,飞织面料,橡胶大底,松紧带鞋,工装硬朗,春季新款,47,女,福建省,是,15,是
206228765,京东京造简约百搭春季新款,京东京造,99,118,84,528,1936,90,网布透气,混合鞋底,魔术贴鞋,简约百搭,春季新款,40,女,福建省,否,16,是
712955094,京东京造潮流高街春季新款,京东京造,122,149,82,1312,234,100,真皮柔软,橡胶大底,拉链鞋款,潮流高街,春季新款,53,男,江苏省,否,23,否
998694670,回力经典户外机能夏季透气,回力经典,132,254,52,2051,1098,92,网布透气,PU中底,魔术贴鞋,户外机能,夏季透气,58,女,四川省,是,11,是
935571189,特步男鞋潮流高街春季新款,特步男鞋,261,435,60,526,5824,92,高端飞织,混合鞋底,系带设计,潮流高街,春季新款,45,男,江苏省,否,3,是
686049454,安踏运动潮流高街四季通用,安踏运动,130,210,62,1256,8217,95,高端飞织,混合鞋底,松紧带鞋,潮流高街,四季通用,53,女,福建省,否,0,是
287025080,其他品牌复古潮鞋冬季保暖,其他品牌,99,152,65,447,681,97,高端飞织,PU中底,拉链鞋款,复古潮鞋,冬季保暖,46,女,浙江省,是,23,是
638506818,鸿星尔克户外机能四季通用,鸿星尔克,105,117,90,1060,3466,93,真皮柔软,橡胶大底,系带设计,户外机能,四季通用,56,男,安徽省,否,11,否
222587573,安踏运动运动休闲四季通用,安踏运动,103,111,93,838,1156,91,布面材质,橡胶大底,松紧带鞋,运动休闲,四季通用,49,男,河南省,否,13,否
408162913,京东京造简约百搭冬季保暖,京东京造,99,141,70,1313,2982,96,混合材质,PU中底,拉链鞋款,简约百搭,冬季保暖,47,男,江苏省,否,22,是
479377165,鸿星尔克工装硬朗四季通用,鸿星尔克,99,124,80,222,983,93,布面材质,PU中底,松紧带鞋,工装硬朗,四季通用,51,女,河南省,否,14,是
443380816,其他品牌简约百搭冬季保暖,其他品牌,219,226,97,33,140,90,超纤皮鞋,EVA轻底,松紧带鞋,简约百搭,冬季保暖,40,男,山东省,是,5,否
186546054,阿迪达斯工装硬朗春季新款,阿迪达斯,188,324,58,17,953,91,真皮柔软,PU中底,松紧带鞋,工装硬朗,春季新款,39,女,浙江省,否,4,是
965596103,阿迪达斯复古潮鞋夏季透气,阿迪达斯,132,191,69,1300,829,98,超纤皮鞋,橡胶大底,套脚款式,复古潮鞋,夏季透气,45,女,福建省,否,7,否
810955439,阿迪达斯运动休闲春季新款,阿迪达斯,99,155,64,3499,294,98,布面材质,TPR鞋底,魔术贴鞋,运动休闲,春季新款,43,男,山东省,否,18,否
474347170,李宁休闲户外机能夏季透气,李宁休闲,99,198,50,225,2062,97,混合材质,TPR鞋底,套脚款式,户外机能,夏季透气,65,男,广东省,否,9,否
798736901,京东京造简约百搭秋季百搭,京东京造,112,118,95,198,5841,95,布面材质,混合鞋底,松紧带鞋,简约百搭,秋季百搭,44,男,湖北省,否,21,是
534373117,安踏运动户外机能春季新款,安踏运动,99,180,55,211,56,90,飞织面料,MD发泡底,魔术贴鞋,户外机能,春季新款,30,女,湖北省,否,14,否
827462108,京东京造简约百搭冬季保暖,京东京造,99,150,66,208,489,93,网布透气,EVA轻底,套脚款式,简约百搭,冬季保暖,52,男,广东省,否,10,否
681948921,安踏运动简约百搭四季通用,安踏运动,99,148,67,1447,1055,94,飞织面料,PU中底,松紧带鞋,简约百搭,四季通用,46,男,福建省,是,8,否
903690154,耐克潮流简约百搭秋季百搭,耐克潮流,99,146,68,2004,467,96,混合材质,橡胶大底,魔术贴鞋,简约百搭,秋季百搭,57,男,江苏省,否,13,是
862463765,斯凯奇潮日常休闲秋季百搭,斯凯奇潮,241,344,70,728,3917,93,混合材质,混合鞋底,系带设计,日常休闲,秋季百搭,45,男,河北省,否,6,否
568362689,安踏运动复古潮鞋四季通用,安踏运动,170,198,86,503,2014,98,合成革鞋,TPR鞋底,套脚款式,复古潮鞋,四季通用,36,男,福建省,是,15,是
332118402,安踏运动复古潮鞋秋季百搭,安踏运动,162,216,75,2487,910,88,合成革鞋,MD发泡底,魔术贴鞋,复古潮鞋,秋季百搭,49,男,江苏省,否,16,是
777309875,安踏运动工装硬朗春季新款,安踏运动,99,130,76,48,3913,99,飞织面料,PU中底,拉链鞋款,工装硬朗,春季新款,36,男,江苏省,否,17,是
825675158,阿迪达斯简约百搭夏季透气,阿迪达斯,99,152,65,555,91,92,真皮柔软,MD发泡底,魔术贴鞋,简约百搭,夏季透气,57,男,安徽省,否,18,是
797744412,阿迪达斯日常休闲春季新款,阿迪达斯,99,129,77,885,170,86,超纤皮鞋,PU中底,系带设计,日常休闲,春季新款,47,女,江苏省,是,21,否
707606896,京东京造户外机能夏季透气,京东京造,149,189,79,3803,840,93,布面材质,EVA轻底,套脚款式,户外机能,夏季透气,47,女,广东省,否,11,是
746798092,阿迪达斯户外机能夏季透气,阿迪达斯,99,174,57,16,2398,90,真皮柔软,EVA轻底,套脚款式,户外机能,夏季透气,50,男,浙江省,否,20,否
353652555,回力经典复古潮鞋秋季百搭,回力经典,146,265,55,49,15887,92,飞织面料,TPR鞋底,套脚款式,复古潮鞋,秋季百搭,60,女,安徽省,否,14,是
651265568,耐克潮流简约百搭夏季透气,耐克潮流,150,263,57,1396,1186,96,高端飞织,TPR鞋底,套脚款式,简约百搭,夏季透气,49,男,广东省,是,13,否
142871502,其他品牌潮流高街秋季百搭,其他品牌,99,165,60,642,1131,91,高端飞织,PU中底,拉链鞋款,潮流高街,秋季百搭,39,男,山东省,否,19,是
276879942,安踏运动日常休闲冬季保暖,安踏运动,699,971,72,2407,2280,95,飞织面料,EVA轻底,套脚款式,日常休闲,冬季保暖,53,男,广东省,否,16,是
624211216,回力经典日常休闲四季通用,回力经典,225,268,84,39,146,85,布面材质,PU中底,套脚款式,日常休闲,四季通用,40,女,河南省,否,19,否
435282842,安踏运动运动休闲秋季百搭,安踏运动,99,130,76,1182,814,93,真皮柔软,EVA轻底,套脚款式,运动休闲,秋季百搭,36,女,四川省,是,21,否
117363638,斯凯奇潮简约百搭秋季百搭,斯凯奇潮,214,240,89,4846,2242,95,超纤皮鞋,EVA轻底,拉链鞋款,简约百搭,秋季百搭,33,男,四川省,否,16,否
303632950,其他品牌户外机能冬季保暖,其他品牌,99,101,98,1317,3206,99,真皮柔软,MD发泡底,系带设计,户外机能,冬季保暖,54,男,广东省,否,15,否
809894499,耐克潮流简约百搭冬季保暖,耐克潮流,99,129,77,85,755,96,超纤皮鞋,PU中底,套脚款式,简约百搭,冬季保暖,48,男,福建省,是,3,否
271610680,特步男鞋工装硬朗秋季百搭,特步男鞋,232,455,51,1495,1724,92,混合材质,TPR鞋底,松紧带鞋,工装硬朗,秋季百搭,64,女,安徽省,否,21,否
352060408,特步男鞋日常休闲春季新款,特步男鞋,114,224,51,40,10350,92,飞织面料,EVA轻底,魔术贴鞋,日常休闲,春季新款,41,女,河北省,否,21,是
262121500,安踏运动日常休闲夏季透气,安踏运动,358,559,64,2588,272,96,布面材质,EVA轻底,魔术贴鞋,日常休闲,夏季透气,47,男,山东省,是,4,否
410778408,京东京造户外机能四季通用,京东京造,99,136,73,587,1142,100,网布透气,混合鞋底,松紧带鞋,户外机能,四季通用,57,男,浙江省,否,18,是
220746244,京东京造简约百搭夏季透气,京东京造,99,108,92,49,1155,97,飞织面料,MD发泡底,系带设计,简约百搭,夏季透气,47,男,湖北省,是,10,否
286914958,回力经典工装硬朗夏季透气,回力经典,99,109,91,16,21991,95,混合材质,PU中底,松紧带鞋,工装硬朗,夏季透气,49,女,四川省,是,1,否
930757131,耐克潮流运动休闲春季新款,耐克潮流,99,124,80,35,586,86,混合材质,橡胶大底,系带设计,运动休闲,春季新款,46,女,浙江省,是,2,否
299736487,李宁休闲工装硬朗夏季透气,李宁休闲,261,335,78,22,20101,90,网布透气,EVA轻底,魔术贴鞋,工装硬朗,夏季透气,45,女,河北省,否,22,否
264938017,安踏运动运动休闲夏季透气,安踏运动,126,207,61,297,740,93,合成革鞋,TPR鞋底,套脚款式,运动休闲,夏季透气,56,女,江苏省,是,22,是
814279199,阿迪达斯运动休闲冬季保暖,阿迪达斯,274,342,80,2963,4361,91,网布透气,TPR鞋底,魔术贴鞋,运动休闲,冬季保暖,43,男,河北省,是,14,否
695393624,鸿星尔克运动休闲夏季透气,鸿星尔克,109,214,51,1247,13794,95,布面材质,混合鞋底,松紧带鞋,运动休闲,夏季透气,50,女,河南省,是,7,是
727536628,阿迪达斯日常休闲夏季透气,阿迪达斯,248,388,64,1357,915,94,网布透气,EVA轻底,魔术贴鞋,日常休闲,夏季透气,61,男,广东省,是,15,否
841188482,鸿星尔克户外机能春季新款,鸿星尔克,119,209,57,1491,717,95,合成革鞋,PU中底,套脚款式,户外机能,春季新款,56,男,安徽省,否,6,是
370135235,回力经典运动休闲四季通用,回力经典,267,293,91,614,7457,98,布面材质,橡胶大底,松紧带鞋,运动休闲,四季通用,49,男,安徽省,否,14,否
801272303,耐克潮流日常休闲四季通用,耐克潮流,108,121,89,799,276,90,布面材质,TPR鞋底,拉链鞋款,日常休闲,四季通用,49,女,安徽省,是,19,否
751924272,李宁休闲户外机能四季通用,李宁休闲,330,398,83,216,843,97,合成革鞋,PU中底,松紧带鞋,户外机能,四季通用,38,男,四川省,是,23,是
955998254,京东京造户外机能春季新款,京东京造,99,160,62,263,1533,97,布面材质,橡胶大底,松紧带鞋,户外机能,春季新款,43,女,河北省,否,20,否
818765378,阿迪达斯运动休闲秋季百搭,阿迪达斯,234,355,66,954,1022,93,高端飞织,PU中底,系带设计,运动休闲,秋季百搭,58,女,福建省,否,21,是
290850086,阿迪达斯潮流高街春季新款,阿迪达斯,119,138,86,28,969,93,真皮柔软,MD发泡底,魔术贴鞋,潮流高街,春季新款,52,女,安徽省,是,20,否
837224433,阿迪达斯简约百搭秋季百搭,阿迪达斯,257,286,90,264,1021,96,布面材质,PU中底,松紧带鞋,简约百搭,秋季百搭,43,女,河北省,是,14,是
507787887,耐克潮流潮流高街四季通用,耐克潮流,153,289,53,121,241,93,超纤皮鞋,PU中底,套脚款式,潮流高街,四季通用,39,男,广东省,是,23,是
288632603,耐克潮流日常休闲冬季保暖,耐克潮流,104,146,71,1486,698,95,高端飞织,MD发泡底,套脚款式,日常休闲,冬季保暖,47,男,广东省,是,22,否
224086925,李宁休闲简约百搭秋季百搭,李宁休闲,143,161,89,525,435,86,网布透气,EVA轻底,系带设计,简约百搭,秋季百搭,49,女,广东省,是,23,否
